"Abellaite","NaPb2(CO3)2(OH)","hexagonal","Approved","GEN-1","P31c","{""Na"":1,""Pb"":1,""C"":1,""O"":1,""H"":1}",true
"Abelsonite","NiC31H32N4","triclinic","Approved","R070007","P-1","{""Ni"":1,""C"":1,""H"":1,""N"":1}",true
"Abenakiite-(Ce)","Na26Ce6(Si6O18)(PO4)6(CO3)6(SO2)O","hexagonal","Approved","GEN-3","R-3","{""Na"":1,""Ce"":1,""Si"":1,""O"":1,""P"":1,""C"":1,""S"":1}",true
"Abernathyite","K(UO2)(AsO4)·3H2O","tetragonal","Approved,Grandfathered","GEN-4","P4/nmm","{""K"":1,""U"":1,""O"":1,""As"":1,""H"":1}",true
"Abhurite","Sn2+21O6(OH)14Cl16","hexagonal","Approved","R060227","R32","{""Sn"":1,""O"":1,""H"":1,""Cl"":1}",true
"Abramovite","Pb2SnInBiS7","triclinic","Approved","R070037","P1","{""Pb"":1,""Sn"":1,""In"":1,""Bi"":1,""S"":1}",true
"Abswurmbachite","Cu2+Mn3+6O8(SiO4)","tetragonal","Approved","GEN-7","I4_1/acd","{""Cu"":1,""Mn"":1,""O"":1,""Si"":1}",true
"Abuite","CaAl2(PO4)2F2","orthorhombic","Approved","GEN-8","P2_12_12_1","{""Ca"":1,""Al"":1,""P"":1,""O"":1,""F"":1}",true
"Acanthite","Ag2S","monoclinic","Approved,Grandfathered","R070578","P2_1/n","{""Ag"":1,""S"":1}",true
"Acetamide","CH3CONH2","hexagonal","Approved","GEN-10","R3c","{""C"":1,""H"":1,""O"":1,""N"":1}",true
"Achalaite","Fe2+TiNb2O8","monoclinic","Approved","GEN-11","C2/c","{""Fe"":1,""Ti"":1,""Nb"":1,""O"":1}",true
"Achávalite","FeSe","hexagonal","Approved,Renamed","GEN-12","P6_3mc","{""Fe"":1,""Se"":1}",true
"Achyrophanite","(K,Na)3(Fe3+,Ti,Al,Mg)5O2(AsO4)5","orthorhombic","Approved,Pending publication","GEN-13","P222_1","{""K"":1,""Na"":1,""Fe"":1,""Ti"":1,""Al"":1,""Mg"":1,""O"":1,""As"":1}",true
"Acmonidesite","(NH4,K,Pb,Na)9Fe2+4(SO4)5Cl8","orthorhombic","Approved","GEN-14","C222_1","{""N"":1,""H"":1,""K"":1,""Pb"":1,""Na"":1,""Fe"":1,""S"":1,""O"":1,""Cl"":1}",true
"Actinolite","[box]Ca2(Mg4.5-2.5Fe2+0.5-2.5)Si8O22(OH)2","monoclinic","Approved,Redefined","R040063","C2/m","{""Ca"":1,""Mg"":1,""Fe"":1,""Si"":1,""O"":1,""H"":1}",true
"Acuminite","SrAlF4(OH)·H2O","monoclinic","Approved","GEN-16","C2/c","{""Sr"":1,""Al"":1,""F"":1,""O"":1,""H"":1}",true
"Adachiite","CaFe2+3Al6(Si5AlO18)(BO3)3(OH)3(OH)","hexagonal","Approved","R230014","R3m","{""Ca"":1,""Fe"":1,""Al"":1,""Si"":1,""O"":1,""B"":1,""H"":1}",true
"Adamite","Zn2(AsO4)(OH)","orthorhombic","Approved,Grandfathered","R040130","Pnnm","{""Zn"":1,""As"":1,""O"":1,""H"":1}",true
"Adamsite-(Y)","NaY(CO3)2·6H2O","triclinic","Approved","R070360","P1","{""Na"":1,""Y"":1,""C"":1,""O"":1,""H"":1}",true
"Adanite","Pb2(Te4+O3)(SO4)","monoclinic","Approved","R190033","P2_1/n","{""Pb"":1,""Te"":1,""O"":1,""S"":1}",true
"Addibischoffite","Ca2Al6Al6O20","triclinic","Approved","GEN-21","P-1","{""Ca"":1,""Al"":1,""O"":1}",true
"Adelite","CaMg(AsO4)(OH)","orthorhombic","Approved,Grandfathered","R060687","P2_12_12_1","{""Ca"":1,""Mg"":1,""As"":1,""O"":1,""H"":1}",true
"Admontite","MgB6O10·7H2O","monoclinic","Approved","GEN-23","P2_1/c","{""Mg"":1,""B"":1,""O"":1,""H"":1}",true
"Adolfpateraite","K(UO2)(SO4)(OH)(H2O)","monoclinic","Approved","GEN-24","P2_1/c","{""K"":1,""U"":1,""O"":1,""S"":1,""H"":1}",true
"Adranosite","(NH4)4NaAl2(SO4)4Cl(OH)2","tetragonal","Approved","GEN-25","I4_1/acd","{""N"":1,""H"":1,""Na"":1,""Al"":1,""S"":1,""O"":1,""Cl"":1}",true
"Adranosite-(Fe)","(NH4)4NaFe2(SO4)4Cl(OH)2","tetragonal","Approved","GEN-26","I4_1/acd","{""N"":1,""H"":1,""Na"":1,""Fe"":1,""S"":1,""O"":1,""Cl"":1}",true
"Adrianite","Ca12(Al4Mg3Si7)O32Cl6","cubic","Approved","GEN-27","I-43d","{""Ca"":1,""Al"":1,""Mg"":1,""Si"":1,""O"":1,""Cl"":1}",true
"Aegirine","NaFe3+Si2O6","monoclinic","Approved","R040054","C2/c","{""Na"":1,""Fe"":1,""Si"":1,""O"":1}",true
"Aegirine-augite","(Ca,Na)(Fe3+,Mg,Fe2+)Si2O6","monoclinic","Approved,Redefined","GEN-29","C2/c","{""Ca"":1,""Na"":1,""Fe"":1,""Mg"":1,""Si"":1,""O"":1}",true
"Aenigmatite","Na4[Fe2+10Ti2]O4[Si12O36]","triclinic","Approved","R061088","P-1","{""Na"":1,""Fe"":1,""Ti"":1,""O"":1,""Si"":1}",true
"Aerinite","(Ca,Na)6(Fe3+,Fe2+,Mg,Al)4(Al,Mg)6Si12O36(OH)12(CO3)·12H2O","hexagonal","Approved,Redefined","R050610","P3c1","{""Ca"":1,""Na"":1,""Fe"":1,""Mg"":1,""Al"":1,""Si"":1,""O"":1,""H"":1,""C"":1}",true
"Aerugite","Ni8.5(AsO4)2As5+O8","hexagonal","Approved,Redefined","GEN-32","R-3m","{""Ni"":1,""As"":1,""O"":1}",true
"Aeschynite-(Ce)","(Ce,Ca,Fe,Th)(Ti,Nb)2(O,OH)6","orthorhombic","Approved,Renamed","GEN-33","","{""Ce"":1,""Ca"":1,""Fe"":1,""Th"":1,""Ti"":1,""Nb"":1,""O"":1,""H"":1}",true
"Aeschynite-(Nd)","(Nd,Ln,Ca)(Ti,Nb)2(O,OH)6","orthorhombic","Approved","GEN-34","Pbmn","{""Nd"":1,""Ln"":1,""Ca"":1,""Ti"":1,""Nb"":1,""O"":1,""H"":1}",true
"Aeschynite-(Y)","(Y,Ln,Ca,Th)(Ti,Nb)2(O,OH)6","orthorhombic","Approved,Renamed","R060312","Pnma","{""Y"":1,""Ln"":1,""Ca"":1,""Th"":1,""Ti"":1,""Nb"":1,""O"":1,""H"":1}",true
"Afghanite","(Na,K)22Ca10(Si24Al24)O96(SO4)6Cl6","hexagonal","Approved","R060422","P31c","{""Na"":1,""K"":1,""Ca"":1,""Si"":1,""Al"":1,""O"":1,""S"":1,""Cl"":1}",true
"Afmite","Al3(OH)4(H2O)3(PO4)(PO3OH)·H2O","triclinic","Approved","R130082","P-1","{""Al"":1,""O"":1,""H"":1,""P"":1}",true
"Afwillite","Ca3[SiO4][SiO2(OH)2]·2H2O","monoclinic","Approved,Grandfathered","R070296","Cc","{""Ca"":1,""Si"":1,""O"":1,""H"":1}",true
"Agaite","Pb3Cu2+Te6+O5(OH)2(CO3)","orthorhombic","Approved","GEN-39","Pca2_1","{""Pb"":1,""Cu"":1,""Te"":1,""O"":1,""H"":1,""C"":1}",true
"Agakhanovite-(Y)","YCa[box]2KBe3Si12O30","hexagonal","Approved","R230012","P6/mcc","{""Y"":1,""Ca"":1,""K"":1,""Be"":1,""Si"":1,""O"":1}",true
"Agardite-(Ce)","CeCu2+6(AsO4)3(OH)6·3H2O","hexagonal","Approved","GEN-41","P6_3/m","{""Ce"":1,""Cu"":1,""As"":1,""O"":1,""H"":1}",true
"Agardite-(La)","LaCu2+6(AsO4)3(OH)6·3H2O","hexagonal","Approved","GEN-42","P6_3/m","{""La"":1,""Cu"":1,""As"":1,""O"":1,""H"":1}",true
"Agardite-(Nd)","NdCu2+6(AsO4)3(OH)6·3H2O","hexagonal","Approved","GEN-43","P6_3/m","{""Nd"":1,""Cu"":1,""As"":1,""O"":1,""H"":1}",true
"Agardite-(Y)","YCu2+6(AsO4)3(OH)6·3H2O","hexagonal","Approved,Renamed","R060711","P6_3/m","{""Y"":1,""Cu"":1,""As"":1,""O"":1,""H"":1}",true
"Agmantinite","Ag2MnSnS4","orthorhombic","Approved","GEN-45","Pn","{""Ag"":1,""Mn"":1,""Sn"":1,""S"":1}",true
"Agrellite","NaCa2Si4O10F","triclinic","Approved","R060914","P-1","{""Na"":1,""Ca"":1,""Si"":1,""O"":1,""F"":1}",true
"Agricolaite","K4(UO2)(CO3)3","monoclinic","Approved","GEN-47","C2/c","{""K"":1,""U"":1,""O"":1,""C"":1}",true
"Agrinierite","K2Ca[(UO2)3O3(OH)2]2·5H2O","orthorhombic","Approved","R130139","F2mm","{""K"":1,""Ca"":1,""U"":1,""O"":1,""H"":1}",true
"Aguilarite","Ag4SeS","monoclinic","Approved,Grandfathered","GEN-49","P2_12_12_1","{""Ag"":1,""Se"":1,""S"":1}",true
"Aheylite","Fe2+Al6(PO4)4(OH)8·4H2O","triclinic","Approved","R070070","P-1","{""Fe"":1,""Al"":1,""P"":1,""O"":1,""H"":1}",true
"Ahlfeldite","Ni(SeO3)·2H2O","monoclinic","Approved,Grandfathered","R100210","P2_1/n","{""Ni"":1,""Se"":1,""O"":1,""H"":1}",true
"Ahrensite","SiFe2O4","cubic","Approved","R230013","Fd-3m","{""Si"":1,""Fe"":1,""O"":1}",true
"Aikinite","CuPbBiS3","orthorhombic","Approved,Grandfathered","R100117","Pnma","{""Cu"":1,""Pb"":1,""Bi"":1,""S"":1}",true
"Aiolosite","Na2(Na2Bi)(SO4)3Cl","hexagonal","Approved","GEN-54","P6_3/m","{""Na"":1,""Bi"":1,""S"":1,""O"":1,""Cl"":1}",true
"Airdite","Sr(V4+O)2(PO4)2·4H2O","monoclinic","Approved,Pending publication","GEN-55","Cc","{""Sr"":1,""V"":1,""O"":1,""P"":1,""H"":1}",true
"Ajoite","K3Cu2+20Al3Si29O76(OH)16·8H2O","triclinic","Approved","R060735","P-1","{""K"":1,""Cu"":1,""Al"":1,""Si"":1,""O"":1,""H"":1}",true
"Akaganeite","(Fe3+,Ni2+)8(OH,O)16Cl1.25·nH2O","monoclinic","Approved,Renamed","GEN-57","I2/m","{""Fe"":1,""Ni"":1,""O"":1,""H"":1,""Cl"":1}",true
"Akaogiite","TiO2","monoclinic","Approved","GEN-58","P2_1/c","{""Ti"":1,""O"":1}",true
"Akatoreite","Mn2+9Al2Si8O24(OH)8","triclinic","Approved","R060230","P-1","{""Mn"":1,""Al"":1,""Si"":1,""O"":1,""H"":1}",true
"Akdalaite","Al10O14(OH)2","hexagonal","Approved","GEN-60","P6_3mc","{""Al"":1,""O"":1,""H"":1}",true
"Åkermanite","Ca2MgSi2O7","tetragonal","Approved,Grandfathered","R061085","P-42_1m","{""Ca"":1,""Mg"":1,""Si"":1,""O"":1}",true
"Akhtenskite","MnO2","hexagonal","Approved","GEN-62","P6_3mc","{""Mn"":1,""O"":1}",true
"Akimotoite","MgSiO3","hexagonal","Approved","GEN-63","R-3","{""Mg"":1,""Si"":1,""O"":1}",true
"Aklimaite","Ca4[Si2O5(OH)2](OH)4·5H2O","monoclinic","Approved","GEN-64","C2/m","{""Ca"":1,""Si"":1,""O"":1,""H"":1}",true
"Akopovaite","Al4Li2(OH)12(CO3)(H2O)3","monoclinic","Approved","GEN-65","C2/m","{""Al"":1,""Li"":1,""O"":1,""H"":1,""C"":1}",true
"Akrochordite","MnMn2Mn2(AsO4)2(OH)4(H2O)4","monoclinic","Approved,Grandfathered,Redefined","R100028","P2_1/c","{""Mn"":1,""As"":1,""O"":1,""H"":1}",true
"Aksaite","MgB6O7(OH)6·2H2O","orthorhombic","Approved","GEN-67","Pbca","{""Mg"":1,""B"":1,""O"":1,""H"":1}",true
"Aktashite","Cu6Hg3As4S12","hexagonal","Approved,Redefined","GEN-68","R3","{""Cu"":1,""Hg"":1,""As"":1,""S"":1}",true
"Alabandite","MnS","cubic","Approved,Grandfathered","R070174","Fm3m","{""Mn"":1,""S"":1}",true
"Alacránite","As8S9","monoclinic","Approved,Renamed","R140323","P2/c","{""As"":1,""S"":1}",true
"Alamosite","PbSiO3","monoclinic","Approved,Grandfathered","R060067","P2/n","{""Pb"":1,""Si"":1,""O"":1}",true
"Alarsite","Al(AsO4)","hexagonal","Approved","GEN-72","P3_121","{""Al"":1,""As"":1,""O"":1}",true
"Albertiniite","Fe2+(SO3)·3H2O","monoclinic","Approved","GEN-73","P2_1/n","{""Fe"":1,""S"":1,""O"":1,""H"":1}",true
"Albite","Na(AlSi3O8)","triclinic","Approved,Grandfathered","R040068","C-1","{""Na"":1,""Al"":1,""Si"":1,""O"":1}",true
"Albrechtschraufite","MgCa4F2[UO2(CO3)3]2·17-18H2O","triclinic","Approved","GEN-75","P-1","{""Mg"":1,""Ca"":1,""F"":1,""U"":1,""O"":1,""C"":1,""H"":1}",true
"Alburnite","Ag8GeTe2S4","cubic","Approved","GEN-76","F-43m","{""Ag"":1,""Ge"":1,""Te"":1,""S"":1}",true
"Alcantarillaite","[Fe3+0.5(H2O)4][CaAs3+2(Fe3+2.5W6+0.5)(AsO4)2O7]","orthorhombic","Approved","GEN-77","Imma","{""Fe"":1,""H"":1,""O"":1,""Ca"":1,""As"":1,""W"":1}",true
"Alcaparrosaite","K3Ti4+Fe3+(SO4)4O(H2O)2","monoclinic","Approved","GEN-78","C2/c","{""K"":1,""Ti"":1,""Fe"":1,""S"":1,""O"":1,""H"":1}",true
"Aldermanite","[Mg(H2O)6][Na(H2O)2Al3(PO4)2(OH)6]·H2O","orthorhombic","Approved,Redefined","R100073","","{""Mg"":1,""H"":1,""O"":1,""Na"":1,""Al"":1,""P"":1}",true
"Aldomarinoite","Sr2Mn3+(AsO4)2(OH)","monoclinic","Approved","R220034","P2_1/m","{""Sr"":1,""Mn"":1,""As"":1,""O"":1,""H"":1}",true
"Aldridgeite","(Cd,Ca)(Cu,Zn)4(SO4)2(OH)6·3H2O","monoclinic","Approved","GEN-81","C2/c","{""Cd"":1,""Ca"":1,""Cu"":1,""Zn"":1,""S"":1,""O"":1,""H"":1}",true
"Aleksandrovite","KCa7Sn2Li3Si12O36F2","monoclinic","Approved","GEN-82","C2/c","{""K"":1,""Ca"":1,""Sn"":1,""Li"":1,""Si"":1,""O"":1,""F"":1}",true
"Aleksite","PbBi2Te2S2","hexagonal","Approved","R070011","P-3m1","{""Pb"":1,""Bi"":1,""Te"":1,""S"":1}",true
"Aleutite","[Cu5O2](AsO4)(VO4)·(Cu0.5[box]0.5)Cl","monoclinic","Approved","GEN-84","C2/m","{""Cu"":1,""O"":1,""As"":1,""V"":1,""Cl"":1}",true
"Alexkhomyakovite","K6(Ca2Na)(CO3)5Cl·6H2O","hexagonal","Approved","GEN-85","P6_3/mcm","{""K"":1,""Ca"":1,""Na"":1,""C"":1,""O"":1,""Cl"":1,""H"":1}",true
"Alexkuznetsovite-(Ce)","Ce2Mn(CO3)(Si2O7)","monoclinic","Approved","GEN-86","P2_1/c","{""Ce"":1,""Mn"":1,""C"":1,""O"":1,""Si"":1}",true
"Alexkuznetsovite-(La)","La2Mn(CO3)(Si2O7)","monoclinic","Approved","GEN-87","P2_1/c","{""La"":1,""Mn"":1,""C"":1,""O"":1,""Si"":1}",true
"Alflarsenite","NaCa2Be3Si4O13(OH)·2H2O","monoclinic","Approved","GEN-88","P2_1","{""Na"":1,""Ca"":1,""Be"":1,""Si"":1,""O"":1,""H"":1}",true
"Alforsite","Ba5(PO4)3Cl","hexagonal","Approved","R070356","P6_3/m","{""Ba"":1,""P"":1,""O"":1,""Cl"":1}",true
"Alfredcasparite","Sr2TiO(Si2O7)","tetragonal","Approved,Pending publication","GEN-90","P4bm","{""Sr"":1,""Ti"":1,""O"":1,""Si"":1}",true
"Alfredopetrovite","Al2(Se4+O3)3·6H2O","hexagonal","Approved","R210014","P-62c","{""Al"":1,""Se"":1,""O"":1,""H"":1}",true
"Alfredstelznerite","Ca4(H2O)4[B4O4(OH)6]4(H2O)15","orthorhombic","Approved","GEN-92","Pca2_1","{""Ca"":1,""H"":1,""O"":1,""B"":1}",true
"Algodonite","Cu1-xAsx (x ≈ 0.15)","hexagonal","Approved,Grandfathered","GEN-93","P6_3/mmc","{""Cu"":1,""As"":1}",true
"Alicewilsonite-(YCe)","Na2Sr2YCe(CO3)6·3H2O","triclinic","Approved","GEN-94","P1","{""Na"":1,""Sr"":1,""Y"":1,""Ce"":1,""C"":1,""O"":1,""H"":1}",true
"Alicewilsonite-(YLa)","Na2Sr2YLa(CO3)6·3H2O","triclinic","Approved,Pending publication","GEN-95","P1","{""Na"":1,""Sr"":1,""Y"":1,""La"":1,""C"":1,""O"":1,""H"":1}",true
"Aliettite","Ca0.2Mg6(Si,Al)8O20(OH)4·4H2O","","Approved,Redefined","GEN-96","","{""Ca"":1,""Mg"":1,""Si"":1,""Al"":1,""O"":1,""H"":1}",true
"Allabogdanite","(Fe,Ni)2P","orthorhombic","Approved","R070012","Pnma","{""Fe"":1,""Ni"":1,""P"":1}",true
"Allactite","Mn2+7(AsO4)2(OH)8","monoclinic","Approved","R070175","P2_1/a","{""Mn"":1,""As"":1,""O"":1,""H"":1}",true
"Allanite-(Ce)","CaCe(Al2Fe2+)[Si2O7][SiO4]O(OH)","monoclinic","Approved,Renamed","R050043","P2_1/m","{""Ca"":1,""Ce"":1,""Al"":1,""Fe"":1,""Si"":1,""O"":1,""H"":1}",true
"Allanite-(La)","CaLa(Al2Fe2+)[Si2O7][SiO4]O(OH)","monoclinic","Approved","R070246","P2_1/m","{""Ca"":1,""La"":1,""Al"":1,""Fe"":1,""Si"":1,""O"":1,""H"":1}",true
"Allanite-(Nd)","CaNd(Al2Fe2+)[Si2O7][SiO4]O(OH)","monoclinic","Approved","GEN-101","P2_1/m","{""Ca"":1,""Nd"":1,""Al"":1,""Fe"":1,""Si"":1,""O"":1,""H"":1}",true
"Allanite-(Y)","CaY(Al2Fe2+)[Si2O7][SiO4]O(OH)","monoclinic","Approved,Renamed","GEN-102","P2_1/m","{""Ca"":1,""Y"":1,""Al"":1,""Fe"":1,""Si"":1,""O"":1,""H"":1}",true
"Allanpringite","Fe3+3(PO4)2(OH)3·5H2O","monoclinic","Approved","R080147","P2_1/n","{""Fe"":1,""P"":1,""O"":1,""H"":1}",true
"Allantoin","C4H6N4O3","","Approved","GEN-104","","{""C"":1,""H"":1,""N"":1,""O"":1}",true
"Allargentum","Ag1-xSbx (x ≈ 0.09-0.16)","hexagonal","Approved,Redefined","GEN-105","P6_3/mmc","{""Ag"":1,""Sb"":1}",true
"Alleghanyite","Mn2+5(SiO4)2(OH)2","monoclinic","Approved,Grandfathered","R060904","P2_1/b","{""Mn"":1,""Si"":1,""O"":1,""H"":1}",true
"Allendeite","Sc4Zr3O12","hexagonal","Approved","GEN-107","R-3","{""Sc"":1,""Zr"":1,""O"":1}",true
"Allochalcoselite","Cu1+Cu2+5PbO2(SeO3)2Cl5","monoclinic","Approved","GEN-108","C2/m","{""Cu"":1,""Pb"":1,""O"":1,""Se"":1,""Cl"":1}",true
"Alloclasite","CoAsS","monoclinic","Approved,Grandfathered","R110002","P2_1","{""Co"":1,""As"":1,""S"":1}",true
"Allophane","Al2O3(SiO2)1.3-2.0·2.5-3.0H2O","","Approved,Grandfathered","R070188","","{""Al"":1,""O"":1,""Si"":1,""H"":1}",true
"Alloriite","(Na,K,Ca)24(Na,Ca)4Ca4(Si,Al)48O96(SO4)4(SO3,CO3)2(OH,Cl)2(H2O,OH)4","hexagonal","Approved","R070560","P31c","{""Na"":1,""K"":1,""Ca"":1,""Si"":1,""Al"":1,""O"":1,""S"":1,""C"":1,""H"":1,""Cl"":1}",true
"Alluaivite","Na19(Ca,Mn2+)6(Ti,Nb)3Si26O74Cl·2H2O","hexagonal","Approved","GEN-112","R-3m","{""Na"":1,""Ca"":1,""Mn"":1,""Ti"":1,""Nb"":1,""Si"":1,""O"":1,""Cl"":1,""H"":1}",true
"Alluaudite","[box]NaMnFe3+2(PO4)3","monoclinic","Approved,Redefined","R160080","C2/c","{""Na"":1,""Mn"":1,""Fe"":1,""P"":1,""O"":1}",true
"Almandine","Fe2+3Al2(SiO4)3","cubic","Approved,Grandfathered","R040076","Ia3d","{""Fe"":1,""Al"":1,""Si"":1,""O"":1}",true
"Almarudite","K([box],Na)2(Mn,Fe,Mg)2[(Be,Al)3Si12]O30","hexagonal","Approved","GEN-115","P6/mcc","{""K"":1,""Na"":1,""Mn"":1,""Fe"":1,""Mg"":1,""Be"":1,""Al"":1,""Si"":1,""O"":1}",true
"Almeidaite","PbZn2(Mn,Y)(Ti,Fe3+)18O36(OH,O)2","hexagonal","Approved","GEN-116","R-3","{""Pb"":1,""Zn"":1,""Mn"":1,""Y"":1,""Ti"":1,""Fe"":1,""O"":1,""H"":1}",true
"Alnaperbøeite-(Ce)","(CaCe2.5Na0.5)(Al4)(Si2O7)(SiO4)3O(OH)2","monoclinic","Approved","GEN-117","P2_1/m","{""Ca"":1,""Ce"":1,""Na"":1,""Al"":1,""Si"":1,""O"":1,""H"":1}",true
"Alpeite","Ca4Mn3+2Al2(Mn3+Mg)(SiO4)2(Si3O10)(VO4)(OH)6","orthorhombic","Approved","GEN-118","Pnmm","{""Ca"":1,""Mn"":1,""Al"":1,""Mg"":1,""Si"":1,""O"":1,""V"":1,""H"":1}",true
"Alpersite","Mg(SO4)·7H2O","monoclinic","Approved","GEN-119","P2_1/c","{""Mg"":1,""S"":1,""O"":1,""H"":1}",true
"Alsakharovite-Zn","NaSrKZn(Ti,Nb)4(Si4O12)2(O,OH)4·7H2O","monoclinic","Approved","GEN-120","Cm","{""Na"":1,""Sr"":1,""K"":1,""Zn"":1,""Ti"":1,""Nb"":1,""Si"":1,""O"":1,""H"":1}",true
"Alstonite","BaCa(CO3)2","orthorhombic","Approved,Grandfathered","R050483","C-1","{""Ba"":1,""Ca"":1,""C"":1,""O"":1}",true
"Altaite","PbTe","cubic","Approved,Grandfathered","R060939","Fm3m","{""Pb"":1,""Te"":1}",true
"Alterite","Zn2Fe3+4(SO4)4(C2O4)2(OH)4·17H2O","monoclinic","Approved,Pending publication","R180005","","{""Zn"":1,""Fe"":1,""S"":1,""O"":1,""C"":1,""H"":1}",true
"Althausite","Mg4(PO4)2(OH,O)(F,[box])","orthorhombic","Approved","R070113","Pnma","{""Mg"":1,""P"":1,""O"":1,""H"":1,""F"":1}",true
"Althupite","AlTh(UO2)7(PO4)4O2(OH)5·15H2O","triclinic","Approved","GEN-125","P-1","{""Al"":1,""Th"":1,""U"":1,""O"":1,""P"":1,""H"":1}",true
"Altisite","Na3K6Ti2Al2Si8O26Cl3","monoclinic","Approved","GEN-126","C2/m","{""Na"":1,""K"":1,""Ti"":1,""Al"":1,""Si"":1,""O"":1,""Cl"":1}",true
"Aluminite","Al2(SO4)(OH)4·7H2O","monoclinic","Approved,Grandfathered","R060691","P2_1/c","{""Al"":1,""S"":1,""O"":1,""H"":1}",true
"Aluminium","Al","cubic","Approved","R070230","Fm3m","{""Al"":1}",true
"Aluminoceladonite","K(Mg,Fe2+)Al(Si4O10)(OH)2","monoclinic","Approved","GEN-129","C2/m","{""K"":1,""Mg"":1,""Fe"":1,""Al"":1,""Si"":1,""O"":1,""H"":1}",true
"Aluminocerite-(CeCa)","(Ce6Ca3)[box]Al(SiO4)3(SiO3OH)4(OH)3","hexagonal","Approved,Redefined","GEN-130","R3c","{""Ce"":1,""Ca"":1,""Al"":1,""Si"":1,""O"":1,""H"":1}",true
"Aluminocopiapite","(Al,Mg)Fe3+4(SO4)6(OH,O)2·20H2O","triclinic","Approved,Grandfathered","GEN-131","P-1","{""Al"":1,""Mg"":1,""Fe"":1,""S"":1,""O"":1,""H"":1}",true
"Aluminocoquimbite","Al2Fe2(SO4)6(H2O)12·9H2O","hexagonal","Approved","GEN-132","P-31c","{""Al"":1,""Fe"":1,""S"":1,""O"":1,""H"":1}",true
"Aluminomagnesiohulsite","Mg2AlO2(BO3)","monoclinic","Approved,Renamed","GEN-133","P2/m","{""Mg"":1,""Al"":1,""O"":1,""B"":1}",true
"Alumino-oxy-rossmanite","Al3Al6(Si5AlO18)(BO3)3(OH)3O","hexagonal","Approved","GEN-134","R3m","{""Al"":1,""Si"":1,""O"":1,""B"":1,""H"":1}",true
"Aluminopyracmonite","(NH4)3Al(SO4)3","hexagonal","Approved","GEN-135","R-3","{""N"":1,""H"":1,""Al"":1,""S"":1,""O"":1}",true
"Aluminosugilite","KNa2Al2Li3Si12O30","hexagonal","Approved","GEN-136","P6/mcc","{""K"":1,""Na"":1,""Al"":1,""Li"":1,""Si"":1,""O"":1}",true
"Aluminotaipingite-(CeCa)","(Ce6Ca3)Al(SiO4)3[SiO3(OH)]4F3","hexagonal","Approved","GEN-137","R3c","{""Ce"":1,""Ca"":1,""Al"":1,""Si"":1,""O"":1,""H"":1,""F"":1}",true
"Alum-(K)","KAl(SO4)2·12H2O","cubic","Approved,Renamed","R040134","Pa3","{""K"":1,""Al"":1,""S"":1,""O"":1,""H"":1}",true
"Alum-(Na)","NaAl(SO4)2·12H2O","cubic","Approved,Renamed","R110204","Pa3","{""Na"":1,""Al"":1,""S"":1,""O"":1,""H"":1}",true
"Alumoåkermanite","(Ca,Na)2(Al,Mg,Fe2+)(Si2O7)","tetragonal","Approved","GEN-140","P-42_1m","{""Ca"":1,""Na"":1,""Al"":1,""Mg"":1,""Fe"":1,""Si"":1,""O"":1}",true
"Alumoedtollite","K2NaCu5AlO2(AsO4)4","triclinic","Approved","GEN-141","P-1","{""K"":1,""Na"":1,""Cu"":1,""Al"":1,""O"":1,""As"":1}",true
"Alumohydrocalcite","CaAl2(CO3)2(OH)4·4H2O","triclinic","Approved","R061067","P-1","{""Ca"":1,""Al"":1,""C"":1,""O"":1,""H"":1}",true
"Alumoklyuchevskite","K3Cu2+3AlO2(SO4)4","monoclinic","Approved","R070041","I2","{""K"":1,""Cu"":1,""Al"":1,""O"":1,""S"":1}",true
"Alumolukrahnite","CaCu2+Al(AsO4)2(OH)(H2O)","triclinic","Approved","GEN-144","P-1","{""Ca"":1,""Cu"":1,""Al"":1,""As"":1,""O"":1,""H"":1}",true
"Alumotantite","AlTaO4","orthorhombic","Approved","GEN-145","Pbcn","{""Al"":1,""Ta"":1,""O"":1}",true
"Alumovesuvianite","Ca19Al(Al10Mg2)Si18O69(OH)9","tetragonal","Approved","GEN-146","P4/n","{""Ca"":1,""Al"":1,""Mg"":1,""Si"":1,""O"":1,""H"":1}",true
"Alunite","KAl3(SO4)2(OH)6","hexagonal","Approved,Redefined","R060430","R-3m","{""K"":1,""Al"":1,""S"":1,""O"":1,""H"":1}",true
"Alunogen","Al2(SO4)3(H2O)12·5H2O","triclinic","Approved,Grandfathered","R060015","P-1","{""Al"":1,""S"":1,""O"":1,""H"":1}",true
"Alvanite","Zn2+Al4(V5+O3)2(OH)12·2H2O","monoclinic","Approved","GEN-149","P2_1/n","{""Zn"":1,""Al"":1,""V"":1,""O"":1,""H"":1}",true
"Alvesite","NaKZrSi6O15·2H2O","orthorhombic","Approved,Pending publication","GEN-150","Cmca","{""Na"":1,""K"":1,""Zr"":1,""Si"":1,""O"":1,""H"":1}",true
"Alwilkinsite-(Y)","Y(UO2)3(SO4)2O(OH)3(H2O)7·7H2O","orthorhombic","Approved","GEN-151","P2_12_12_1","{""Y"":1,""U"":1,""O"":1,""S"":1,""H"":1}",true
"Amakinite","Fe(OH)2","hexagonal","Approved","GEN-152","R-3m","{""Fe"":1,""O"":1,""H"":1}",true
